Species,Family,n_studies,mean_CT_max,min_CT_max,max_CT_max,wt_mean_CT_max,CT_max,aphiaID,valid_AphiaID,DemersPelag,DepthRangeShallow,DepthRangeDeep,class,order,records,n_obis_rec,iap_t_NA,iap_sst_NA,iap_sbt_NA,bo_sst_NA,bo_sbt_NA,iap_t_mean,iap_sst_mean,iap_sbt_mean,bo_sst_mean,bo_sbt_mean,iap_t_min,iap_sst_min,iap_sbt_min,bo_sst_min,bo_sbt_min,iap_t_max,iap_sst_max,iap_sbt_max,bo_sst_max,bo_sbt_max,iap_t_median,iap_sst_median,iap_sbt_median,bo_sst_median,bo_sbt_median,iap_t_sd,iap_sst_sd,iap_sbt_sd,bo_sst_sd,bo_sbt_sd,iap_t_mad,iap_sst_mad,iap_sbt_mad,bo_sst_mad,bo_sbt_mad,iap_t_q5,iap_sst_q5,iap_sbt_q5,bo_sst_q5,bo_sbt_q5,iap_t_q95,iap_sst_q95,iap_sbt_q95,bo_sst_q95,bo_sbt_q95,bo_t_opt,bo_t_opt_sd,bo_t_opt95,habitat
Pseudopleuronectes americanus,Pleuronectidae,1,25.6,25.6,25.6,NA,25.6,158885,158885,demersal,5,143,Actinopterygii,Pleuronectiformes,26606,26781,11004,4988,4988,392,392,9.732156513110876,11.389566238467514,10.059692194161666,9.75364490718405,8.790336815640119,-2.8453760147094727,-2.8453760147094727,-3.252115488052368,1.6890000104904175,-0.48559001088142395,26.307952880859375,26.940982818603516,26.307952880859375,26.974000930786133,24.090200424194336,8.833405494689941,12.078109741210938,9.482215881347656,9.479999542236328,8.492939949035645,5.25138526984695,5.674521975903357,4.39441120403721,2.2370918534463313,3.005212614041785,5.759004915618896,5.814775479125976,4.039421024322509,2.3039595459938047,2.8886830244064328,2.9142017364501953,2.4902901649475098,3.330686330795288,6.733399963378906,3.6237099170684814,19.505674362182617,20.39589500427246,18.69139862060547,13.585600280761717,13.640700340270996,8.790336815640119,3.005212614041785,13.640700340270996,demersal
Pseudorhombus elevatus,Paralichthyidae,1,37.2,37.2,37.2,NA,37.2,220052,220052,demersal,7,200,Actinopterygii,Pleuronectiformes,1044,861,683,482,482,63,63,26.04515149620142,26.431191618021057,25.089426888010433,27.228260676066082,25.496073231213074,14.68061637878418,22.079252243041992,2.3424794673919678,22.81399917602539,1.7264000177383423,30.355058670043945,30.70651626586914,31.236133575439453,30.05299949645996,28.71940040588379,25.793397903442383,26.73705291748047,25.975353240966797,27.298999786376953,26.398500442504883,2.4278268256167332,2.2043546385124992,4.780335549278374,1.2707019925264982,4.601532155195337,2.6569221445083615,2.569619805908203,2.45981496963501,1.298756785583496,1.9983221815109251,22.900545120239258,23.14663314819336,12.858198356628419,24.687999725341797,19.845800399780273,29.882652759552002,30.347745895385742,30.512792587280273,28.657500171661376,27.901845455169678,25.496073231213074,4.601532155195337,27.901845455169678,demersal
Pterois volitans,Scorpaenidae,1,36.9,36.9,36.9,36.89999999999999,36.89999999999999,159559,159559,reef-associated,2,55,Actinopterygii,Scorpaeniformes,3295,2436,884,713,713,69,69,27.62276391823267,27.77568259601737,19.134040742325425,26.862780753499504,23.708556336469172,14.451687812805176,15.05601978302002,-0.039000000804662704,14.920999526977539,0.6394889950752258,30.546323776245117,30.87548065185547,30.552898406982422,31.155000686645508,29.49839973449707,28.409101486206055,28.613962173461914,24.31623077392578,26.913000106811523,26.168699264526367,2.31046526209026,2.3986843235154587,10.073830186339942,1.7007621857936852,6.038932972845337,1.705272217941284,1.6048784168243406,7.246861861038208,0.7887425891876221,1.312842232131958,23.21431694030762,23.317689895629883,2.2426174879074097,23.06599979400635,7.162559986114502,29.979937267303463,30.40377426147461,29.432592391967773,29.34060001373291,27.79756050109863,26.862780753499504,1.7007621857936852,29.34060001373291,reef-associated
Quietula y-cauda,Gobiidae,4,41.225,37.4,43,41.78809373020899,41.78809373020899,282537,282537,demersal,NA,NA,Actinopterygii,Perciformes,129,129,112,112,112,59,59,18.10757895076976,17.941660712747012,6.0265031562132,22.779457092285156,20.906777923447745,16.316579818725586,16.316579818725586,2.8221967220306396,16.534000396728516,1.5769799947738647,19.99583625793457,19.832242965698242,8.084699630737305,27.024999618530273,25.92009925842285,17.586894989013672,17.586894989013672,7.645345211029053,23.847999572753906,23.281700134277344,1.2411187148450382,1.3032098968486183,2.4437997673937204,3.207815009601599,5.045694478415481,1.2002265277862547,1.2002265277862547,0.5646331240653991,2.060073616218567,2.728872166442871,16.68519859313965,16.68519859313965,2.8221967220306396,16.92549991607666,12.352214813232422,19.99583625793457,19.832242965698242,8.084699630737305,26.46299934387207,25.190630435943604,20.906777923447745,5.045694478415481,25.190630435943604,demersal
Rhabdosargus holubi,Sparidae,1,33,33,33,NA,33,218625,218625,demersal,NA,NA,Actinopterygii,Perciformes,340,338,167,167,167,43,43,20.22882087885985,20.27487362197965,9.323395690025642,20.905922117071636,21.343617578684274,14.608628273010254,15.759614944458008,2.6569340229034424,17.117000579833984,0.5030990242958069,26.652996063232422,26.652996063232422,21.0011043548584,24.847999572753906,24.981399536132812,20.151763916015625,20.151763916015625,6.710676670074463,20.108999252319336,21.86090087890625,2.3082167169678307,2.235015203724665,4.736960090755932,1.967409794910998,2.8186429622722673,2.2251470752716065,2.1842961696624754,1.2213928733825683,1.8369390472412108,2.2227123092651366,16.64453887939453,16.6871337890625,2.685150623321533,18.643200302124022,17.798849487304686,24.322561264038086,24.322561264038086,17.306036949157715,23.558000564575195,24.090159416198734,21.343617578684274,2.8186429622722673,24.090159416198734,demersal
Rypticus nigripinnis,Serranidae,2,39.85,39.5,40.2,39.92777777777778,39.92777777777778,275961,275961,reef-associated,3,60,Actinopterygii,Perciformes,282,273,213,212,212,32,32,26.696174764633177,27.74384880065918,8.912301927316385,27.502215713880865,21.587679634945026,13.628076553344727,24.99761962890625,2.0819809436798096,19.58099937438965,1.491919994354248,29.388263702392578,29.388263702392578,28.1300106048584,31.052000045776367,28.957799911499023,27.77963924407959,27.85295867919922,10.849079132080078,28.545000076293945,24.340200424194336,3.1520891163934825,0.9972715884688674,6.205818601312894,2.307475610405839,7.576388749302057,1.0666749464035035,0.9589160488128662,8.928802318668366,1.3580621429443358,5.4979250415802,17.92038345336914,26.099609375,2.1870741844177246,23.570999145507812,5.614840030670166,28.933486557006837,29.101594924926758,17.5335693359375,30.145999908447266,28.450000762939453,27.502215713880865,2.307475610405839,30.145999908447266,reef-associated
Sardinops sagax,Clupeidae,16,30.16875,24.3,33.9,NaN,30.16875,217452,217452,pelagic-neritic,0,200,Actinopterygii,Clupeiformes,4058,3600,1103,768,768,251,251,15.946732560586682,16.862760068838206,12.572915706215268,18.0711358756085,16.043620345271428,6.497254371643066,7.2006144523620605,1.902944803237915,5.063000202178955,0.4634920060634613,27.66414451599121,30.252248764038086,28.258312225341797,28.60700035095215,27.721500396728516,16.042842864990234,16.469890594482422,13.94678783416748,17.756999969482422,17.146099090576172,3.0429904637885863,2.527648827900273,4.662232851760443,2.6550445195455135,3.899781474764957,2.1570217002868652,1.888080444717407,5.107538166618347,1.159392589187622,1.6372373336791992,10.44893798828125,12.920208930969238,2.874483585357666,14.85880012512207,8.265549659729004,20.384104919433593,20.981606864929184,18.874099731445312,23.318999862670896,21.637039566040038,18.0711358756085,2.6550445195455135,23.318999862670896,pelagic
Sarpa salpa,Sparidae,1,32.5,32.5,32.5,NA,32.5,127064,127064,benthopelagic,5,70,Actinopterygii,Perciformes,1931,1928,129,128,128,212,212,19.293048315276167,19.39293132464091,8.77138403362698,17.98103959743793,16.60818629317628,13.270580291748047,13.809286117553711,2.6093695163726807,10.286999702453613,2.1427900791168213,29.282127380371094,29.06424331665039,23.52362632751465,26.75200080871582,26.482099533081055,18.951095581054688,18.951095581054688,8.510746955871582,17.349000930786133,17.310699462890625,2.6216279666501374,2.73457216916851,2.489794627450444,1.5837287292219595,2.4725011466255564,3.03084253578186,3.03084253578186,0.7348779865264892,0.757610952758789,1.341457095336914,15.71560287475586,15.71560287475586,5.643805980682373,16.54400062561035,13.995800018310547,23.721790313720703,24.048656463623047,13.363386154174805,21.244750022888184,20.999500274658203,16.60818629317628,2.4725011466255564,20.999500274658203,benthopelagic
Sciaenops ocellatus,Sciaenidae,3,32.97666666666667,29.23,34.85,33.32733990147783,33.32733990147783,159335,159335,demersal,10,NA,Actinopterygii,Perciformes,22792,22791,14209,14168,14168,2612,2611,25.50117912178022,25.495274824622225,25.209765720171124,24.78828446806833,24.451488878448725,-1.75276517868042,-1.75276517868042,0.8552504777908325,12.095000267028809,-0.7808420062065125,30.639265060424805,30.639265060424805,30.145967483520508,28.29400062561035,27.01180076599121,25.38288688659668,25.379920959472656,25.065126419067383,24.70400047302246,24.479900360107422,2.5941221612286305,2.59513833570995,2.6187413228758794,0.8938101411858744,0.5815858452729411,2.875843239212036,2.880240522766113,3.1061817180633544,0.6256585121154785,0.10170591659545898,20.98176383972168,20.98176383972168,21.24231719970703,23.78700065612793,24.223899841308594,29.20023536682129,29.20023536682129,29.028467178344727,26.003999710083008,24.803800582885742,24.451488878448725,0.5815858452729411,24.803800582885742,demersal
Scolopsis taenioptera,Nemipteridae,2,36.65,35.5,37.8,NA,36.65,276789,276789,demersal,2,50,Actinopterygii,Perciformes,1721,1258,921,597,597,12,12,27.852093586228367,28.061925723585166,27.037727296803254,28.11299515842052,27.214701118285546,17.511075973510742,22.627201080322266,2.2956700325012207,24.447999954223633,1.3479299545288086,30.51266860961914,30.728635787963867,31.236133575439453,30.944000244140625,29.830400466918945,28.612808227539062,28.01411247253418,27.570878982543945,28.229000091552734,27.731249809265137,2.14411985701484,1.8986536494064903,4.374681114898628,0.6945776945494385,2.1266040295329205,1.807656814956665,1.9986007232666014,2.2524215446472167,0.5426304462432862,0.18881030673980712,23.92505645751953,24.570220947265625,23.31719207763672,26.785999298095703,26.1112003326416,30.355058670043945,30.474748611450195,30.512792587280273,29.291499614715576,27.981300354003906,27.214701118285546,2.1266040295329205,27.981300354003906,demersal
Scomber japonicus,Scombridae,1,28.8,28.8,28.8,28.799999999999997,28.799999999999997,127022,127022,pelagic-neritic,0,300,Actinopterygii,Perciformes,26837,26749,2178,1599,1599,3542,3542,18.686908653477097,18.89949653079448,11.71824216103222,18.6287182883207,17.90210504449569,4.703304290771484,8.632452964782715,1.9369585514068604,3.075000047683716,0.33287298679351807,29.552949905395508,30.252525329589844,28.900327682495117,29.839000701904297,29.234500885009766,18.573867797851562,18.65973472595215,8.8400421142578125,18.21500015258789,17.7268009185791,2.213429175252484,2.086689230521746,4.798110830817209,2.39161454892437,3.0568193796947756,1.9905951221466063,1.9762834487915037,3.442005868577957,1.589347946548462,0.9106109699249267,15.87362289428711,16.040508365631105,6.601100444793701,16.83799934387207,13.326600074768066,21.831892013549805,22.143668556213377,19.515113830566406,23.766000747680664,23.777599334716797,18.6287182883207,2.39161454892437,23.766000747680664,pelagic
Scorpaena porcus,Scorpaenidae,1,32.5,32.5,32.5,NA,32.5,127247,127247,demersal,NA,800,Actinopterygii,Scorpaeniformes,727,646,110,98,98,14,14,16.776253890635363,20.241412785801575,13.261495672873338,19.43502992768831,14.829559840167626,8.799897193908691,8.799897193908691,3.9061450958251953,8.460000038146973,0.670009970664978,29.282127380371094,29.06424331665039,27.199169158935547,28.96500015258789,25.07200050354004,15.535093784332275,21.46989154815674,13.154213905334473,19.552000045776367,14.473400115966797,3.583598906319427,4.183839792059567,1.5565724439817648,1.9382869962760687,2.514720341069368,1.6819432854652403,4.486884922599792,0.11371573219299316,0.09636979179382324,1.2170662857055663,13.370511770248413,13.764286041259766,12.95197744369507,16.953850078582764,12.41225004196167,24.172927856445312,25.611211681365965,13.89691286087036,22.5473497390747,19.318599700927734,14.829559840167626,2.514720341069368,19.318599700927734,demersal
Sebastes dallii,Sebastidae,1,25.9,25.9,25.9,25.9,25.9,274786,274786,demersal,18,256,Actinopterygii,Scorpaeniformes,19,10,4,4,4,0,0,14.331295013427734,15.600508371988932,4.139933427174886,16.048499965667723,13.562672901153565,9.701685905456543,13.485185623168945,2.0185818672180176,12.779999732971191,8.435930252075195,18.560087203979492,18.560087203979492,8.057665824890137,17.46299934387207,17.06369972229004,14.498276233673096,14.83902645111084,3.8939058780670166,16.675000190734863,14.711699962615967,3.796973258368074,2.309744723300775,2.340839475741073,1.7367556682346992,3.2273891063725992,5.8993199715614315,2.0072044115066525,2.178219152069092,1.0244765773773192,3.4407435936927793,9.85999083518982,13.485185623168945,2.0185818672180176,12.911399650573731,9.216126489639283,18.518700122833252,18.518700122833252,7.28248918056488,17.4044997215271,17.035574722290036,13.562672901153565,3.2273891063725992,17.035574722290036,demersal
Seriola quinqueradiata,Carangidae,10,34.86,32,36.9,35.44210526315789,35.44210526315789,276651,276651,demersal,NA,100,Actinopterygii,Perciformes,11,6,4,4,4,1,1,23.693312644958496,23.693312644958496,17.63849639892578,20.545599746704102,15.877871990203857,22.609966278076172,22.609966278076172,10.064512252807617,16.437999725341797,3.486959934234619,24.77665901184082,24.77665901184082,25.212480545043945,24.906999588012695,22.966800689697266,23.693312644958496,23.693312644958496,17.63849639892578,20.656999588012695,18.75,1.5320831247926017,1.5320831247926017,10.711231100639113,3.218621806408886,7.424655214189514,1.6061693235397339,1.6061693235397339,11.22918889503479,2.886622946548462,4.918525669670105,22.718300914764402,22.718300914764402,10.821910667419434,16.89239959716797,5.876067924499511,24.66832437515259,24.66832437515259,24.455082130432128,24.328799819946287,22.124060440063477,15.877871990203857,7.424655214189514,22.124060440063477,demersal
Siganus canaliculatus,Siganidae,3,35.266666666666666,34,36.4,NA,35.266666666666666,219687,219687,reef-associated,1,50,Actinopterygii,Perciformes,1434,1272,811,427,427,25,25,27.80988551737688,27.99872231793827,26.333484078017918,27.802529196597714,26.414210811842892,8.5694122314453125,17.988637924194336,2.281679153442383,18.722999572753906,0.8072860240936279,31.59161376953125,31.59161376953125,31.527761459350586,32.38999938964844,29.90839958190918,28.612808227539062,28.315975189208984,27.303112030029297,28.01099967956543,27.236099243164062,2.8815427792052684,1.8785677586684555,5.098390081945652,1.2286736022079399,3.531098480589657,2.268571310806274,1.9795948436737059,2.189926389312744,0.6716193157196044,0.9195101669311523,22.627201080322266,25.181482315063477,16.068500518798828,25.29359951019287,24.18028964996338,31.59161376953125,30.355058670043945,30.512792587280273,29.545399856567382,28.62220001220703,27.802529196597714,1.2286736022079399,29.545399856567382,reef-associated
Sillago sihama,Sillaginidae,2,37.75,36.7,38.8,NA,37.75,127046,127046,reef-associated,0,60,Actinopterygii,Perciformes,764,754,471,452,452,137,137,27.32529040360198,27.297936433198437,19.960193013513326,27.583233377342285,24.687029975160016,18.46918487548828,18.46918487548828,2.1757848262786865,19.12299919128418,0.9575660228729248,31.09933853149414,31.09933853149414,31.236133575439453,30.944000244140625,29.841899871826172,27.71363067626953,27.627432823181152,24.746827125549316,28.437000274658203,27.103900909423828,2.3733022758780065,2.3769637195212936,9.918536151609901,2.201655765028537,6.737579183441403,2.5461827087402344,2.6939950624465943,5.258824515724182,1.589347946548462,2.255034464263916,23.12342071533203,23.13107681274414,2.533231103420258,23.368000030517578,4.228157806396484,30.093903160095216,30.086441040039062,29.698068809509277,30.250999450683594,28.864599227905273,27.583233377342285,2.201655765028537,30.250999450683594,reef-associated
Solea ovata,Soleidae,1,37.9,37.9,37.9,NA,37.9,274311,274311,demersal,NA,NA,Actinopterygii,Pleuronectiformes,31,31,29,29,29,12,12,29.102255821228027,29.114639282226562,20.35053825378418,27.06057899876645,22.49458558935868,28.42625617980957,28.42625617980957,14.02817153930664,25.125,9.059980392456055,29.778255462646484,29.803022384643555,26.67290496826172,29.70199966430664,29.34269905090332,29.102255821228027,29.114639282226562,20.35053825378418,26.804000854492188,23.879499435424805,0.956007861053331,0.9735207195465777,8.94117675391036,1.803665112984545,7.379687998182582,1.0022370683670043,1.0205967876434325,9.3735408908844,2.384023333740234,6.629743410873413,28.49385614395142,28.495094490051272,14.660408210754394,25.125,9.059980392456055,29.710655498504636,29.734184074401853,26.040668296813962,29.522900199890138,28.926629638671873,22.49458558935868,7.379687998182582,28.926629638671873,demersal
Solea solea,Soleidae,1,31.3,31.3,31.3,31.3,31.3,127160,127160,demersal,0,150,Actinopterygii,Pleuronectiformes,71408,66493,30596,12842,12842,523,523,15.250701055435874,14.93573562801634,14.065612608951033,11.872847162977898,11.371757548603846,1.4950722455978394,0.37635552883148193,0.647078812122345,8,2.1427900791168213,27.434614181518555,28.40962791442871,23.371170043945312,25.520000457763672,24.376699447631836,15.71642017364502,15.832113265991211,14.890911102294922,11.852999687194824,11.393099784851074,3.2212852590119803,3.945104921469916,3.829814337621385,1.056257553519602,0.9894509273354305,2.0978789434432983,2.0750738674163816,3.485049406814575,0.7531613542556762,1.0240326072692871,7.622273921966553,4.899467945098877,5.199465751647949,10.27400016784668,9.674710273742676,18.80699920654297,18.797157287597656,18.486719131469727,12.86400032043457,12.557499885559082,11.371757548603846,0.9894509273354305,12.557499885559082,demersal
Sphoeroides annulatus,Tetraodontidae,9,40.03666666666667,36.7,42.4,NA,40.03666666666667,275272,275272,reef-associated,10,60,Actinopterygii,Tetraodontiformes,746,731,673,673,673,202,202,26.99133014678955,27.494591647181018,8.902039581331714,26.22874667739147,21.330171115907696,19.97395133972168,21.479646682739258,2.201664447784424,17.61199951171875,1.2264900207519531,29.844045639038086,29.844045639038086,27.818958282470703,31.33300018310547,29.207300186157227,27.728901863098145,27.830241203308105,10.774686336517334,26.367000579833984,23.37700080871582,2.126109441858214,1.7027933890639304,6.136267951151471,2.9439844208372485,6.920681635185507,1.1028090230941772,0.9599213441848754,8.502292324876786,3.7969369937896724,6.277327291488647,22.22895164489746,23.735641384124758,2.245728814601898,21.30699920654297,4.6794539451599135,28.981307888031004,29.42127799987793,18.70578336715697,29.916000366210938,28.41309928894043,26.22874667739147,2.9439844208372485,29.916000366210938,reef-associated
Stegastes acapulcoensis,Pomacentridae,1,35.72,35.72,35.72,35.72,35.72,276658,276658,reef-associated,2,16,Actinopterygii,Perciformes,322,320,135,135,135,18,18,27.41321653417639,27.408947918866133,6.675778285877125,27.496914029910865,19.37539040766015,17.907411575317383,17.907411575317383,2.0593247413635254,19.503999710083008,1.4681199789047241,29.560611724853516,29.929845809936523,25.348329544067383,30.416000366210938,29.09869956970215,27.88595962524414,27.88595962524414,5.027684688568115,27.54800033569336,15.575699806213379,1.4560116705687676,1.4613823850330325,4.528896675398024,1.8325105505099957,6.5278201523924,0.6864428272247314,0.6856453777313232,0.12157357892990112,0.6234330059051514,5.04432403421402,24.16802215576172,23.917320251464844,2.1955106258392334,24.06500024795532,12.956409978866578,28.49821662902832,28.37495994567871,15.440997123718262,29.360000610351562,28.41475009918213,27.496914029910865,1.8325105505099957,29.360000610351562,reef-associated
Stegastes variabilis,Pomacentridae,1,37.58,37.58,37.58,37.58,37.58,276688,276688,reef-associated,0,30,Actinopterygii,Perciformes,36603,36570,163,98,98,2,2,28.41101152577894,28.804040416182854,19.270747814733593,26.620643835572647,26.278228863457624,21.983118057250977,22.05629539489746,1.6274340152740479,22.674999237060547,3.063349962234497,30.725648880004883,30.87548065185547,30.590898513793945,29.524999618530273,28.268800735473633,28.519102096557617,29.059518814086914,25.583349227905273,26.524999618530273,26.43720054626465,1.2675886787907664,1.1527648417423297,9.358715256708996,0.3191026858992435,1.155186811155644,1.4018737918853759,1.031263381576538,2.8603269081115723,0.2950365177154541,0.42609819030761714,26.072463989257812,26.65852165222168,3.248211622238159,26.31999969482422,25.246999740600586,30.095775604248047,30.40377426147461,27.67534065246582,27.097999572753906,27.01180076599121,26.620643835572647,0.3191026858992435,27.097999572753906,reef-associated
Stenotomus chrysops,Sparidae,4,32.825,30.2,35.6,33.36152681488565,33.36152681488565,159811,159811,demersal,15,NA,Actinopterygii,Perciformes,11630,11625,5538,753,753,4,4,21.06323715515162,21.102873617568005,20.103272812036664,17.251700196964954,18.06172414466504,1.0703214406967163,-0.3423822224140167,1.172356128692627,7.658999919891357,1.8115400075912476,29.498079299926758,29.56376838684082,29.25432777404785,27.054000854492188,26.74690055847168,21.453096389770508,21.67009735107422,21.237712860107422,16.054000854492188,17.96299934387207,5.324745161445321,5.794037995781448,6.332580834177894,4.337795436007887,4.943178384158308,6.347714934539795,6.57515488243103,6.524711960220337,5.513790610313415,7.613598137283325,11.8383469581604,9.592430114746094,7.941585540771484,11.626999855041504,10.8371000289917,28.345535278320312,28.69870376586914,28.21015167236328,23.097999572753906,23.6466007232666,18.06172414466504,4.943178384158308,23.6466007232666,demersal
Symphodus ocellatus,Labridae,1,32.8,32.8,32.8,NA,32.8,273572,273572,reef-associated,1,30,Actinopterygii,Perciformes,202,97,78,78,78,2,2,19.662319936250384,19.652319707368548,13.337985239530864,17.99024224532278,14.136919282612048,14.753434181213379,14.753434181213379,13.116595268249512,15.232999801635742,9.230469703674316,24.795936584472656,24.604272842407227,13.90687370300293,22.59000015258789,22.006500244140625,20.243791580200195,20.308103561401367,13.363386154174805,17.659000396728516,14.569600105285645,3.998863685529528,3.975032388598568,0.17534911647959486,1.6331854694040773,2.4484020875822505,5.480013534164429,5.575362477493286,0.07805673179626464,1.221661517715454,2.0504349403381346,14.753434181213379,14.753434181213379,13.116595268249512,15.404000282287598,9.230469703674316,24.795936584472656,24.604272842407227,13.465118598937988,19.957399559020995,16.574899673461914,17.99024224532278,1.6331854694040773,19.957399559020995,reef-associated
Taeniura lymma,Dasyatidae,7,40.472857142857144,39,42.56,NA,40.472857142857144,217422,217422,reef-associated,1,20,Elasmobranchii,Myliobatiformes,1894,296,199,199,199,24,24,26.721043262285054,26.60606295792098,15.599302606883978,27.25297424372505,24.533546107218545,18.11170196533203,15.149020195007324,-0.024000000208616257,21.71299934387207,1.6775399446487427,30.75733757019043,31.689956665039062,30.490686416625977,30.944000244140625,29.84869956970215,27.76171875,27.726917266845703,21.670570373535156,27.047500610351562,26.104050636291504,3.2044159654030255,3.524160244079608,12.215089271844398,1.9013730623809946,5.587969165107375,2.811781463241577,2.8358633068084713,11.613641558074951,2.6234617858886717,2.894850532722473,20.206829833984376,19.93018493652344,-0.004200000129640101,24.73900032043457,10.850745391845704,30.150022506713867,30.163463592529293,29.883341598510736,30.034650421142576,29.330874919891357,27.25297424372505,1.9013730623809946,30.034650421142576,reef-associated
Tautogolabrus adspersus,Labridae,1,27.5,27.5,27.5,NA,27.5,159785,159785,reef-associated,10,128,Actinopterygii,Perciformes,6450,6441,3484,2649,2649,191,191,12.181219126622258,12.849004471981072,9.38389373055113,9.182752971496582,8.077209935433865,0.34823450446128845,-0.7218934297561646,1.2754968404769897,4.166999816894531,-0.13013499975204468,24.299299240112305,25.44390106201172,25.331159591674805,26.974000930786133,23.078399658203125,13.807048797607422,14.882542610168457,8.716392517089844,8.869999885559082,7.996319770812988,5.140195671804328,5.343775528368286,4.087399006222668,1.7148922333458931,2.3842443265994557,5.562583490753173,3.9955415073394773,3.637729878616333,1.8295283519268035,2.2939087131500244,3.747154712677002,3.1788625717163086,3.7478074669837955,6.984349918365479,4.294650077819824,18.636001586914055,18.96347427368164,17.195399951934807,11.897299814224239,11.926899909973145,9.182752971496582,1.7148922333458931,11.897299814224239,reef-associated
Thalassoma lucasanum,Labridae,2,35.95,35.92,35.98,35.955,35.955,273584,273584,reef-associated,0,64,Actinopterygii,Perciformes,737,720,568,567,567,71,71,27.257368414025557,27.33849028045056,7.578610125709982,26.11933907742493,16.925330980349397,19.94930648803711,22.07745933532715,2.048452377319336,16.413999557495117,1.1338499784469604,29.560611724853516,29.929845809936523,27.675954818725586,30.416000366210938,28.967199325561523,27.798959732055664,27.88595962524414,5.035684585571289,26.08799934387207,15.532600402832031,1.6897425694771409,1.5957528832127865,5.497757882826988,2.246449026613321,7.901057203291402,0.8539779167175292,0.7249918750762939,4.13468866739273,2.843625714111328,11.088692150688171,23.267966651916502,23.87647247314453,2.0593247413635254,22.72800064086914,2.9007599353790283,28.855419921874997,28.849794387817383,17.379419326782227,29.091999053955078,28.048500061035156,26.11933907742493,2.246449026613321,29.091999053955078,reef-associated
Tomicodon humeralis,Gobiesocidae,2,39.400000000000006,37.6,41.2,40.28524590163935,40.28524590163935,282994,282994,demersal,NA,NA,Actinopterygii,Gobiesociformes,62,62,61,61,61,6,6,18.4830265045166,18.808910369873047,13.788435935974121,23.575982059751237,19.618805985365594,18.4830265045166,18.808910369873047,13.788435935974121,16.413999557495117,1.1338499784469604,18.4830265045166,18.808910369873047,13.788435935974121,25.770000457763672,24.450000762939453,18.4830265045166,18.808910369873047,13.788435935974121,23.558000564575195,22.96190071105957,NA,NA,NA,1.4151757560229348,6.843109727403582,0,0,0,0.9162468452453613,0.6203181455612182,18.4830265045166,18.808910369873047,13.788435935974121,22.129249572753906,3.967679977416992,18.4830265045166,18.808910369873047,13.788435935974121,25.37874937057495,24.401400566101074,19.618805985365594,6.843109727403582,24.401400566101074,demersal
Trachinotus carolinus,Carangidae,1,38,38,38,38,38,159652,159652,benthopelagic,1,70,Actinopterygii,Perciformes,1525,1521,1087,1010,1010,357,357,26.221978409499066,26.28670400182795,24.13815465598657,22.9003377026299,22.64997462144832,5.101902961730957,18.655019760131836,4.254574298858643,11.609999656677246,0.7905070185661316,30.595632553100586,30.595632553100586,29.853578567504883,28.81999969482422,28.35540008544922,26.287195205688477,26.249277114868164,26.10077476501465,23.2810001373291,23.689199447631836,2.390479929146509,2.1283549085792965,5.00432037742146,2.633600143986656,3.597029123441582,2.6073685764312744,2.506994570159912,2.408257880401611,2.613824523925781,1.509436154937744,23.13970346450806,23.175667762756348,14.519323348999023,17.754550170898437,13.9399995803833,30.004491806030273,29.920180320739746,29.090679168701172,26.187999725341797,25.001699447631836,22.64997462144832,3.597029123441582,25.001699447631836,benthopelagic
Trachinotus paitensis,Carangidae,1,39.5,39.5,39.5,39.5,39.5,273296,273296,benthopelagic,NA,NA,Actinopterygii,Perciformes,207,187,182,182,182,52,52,15.595441722869873,22.370173454284668,7.793044328689575,24.20257780993426,20.645025006930034,6.136376857757568,12.140835762023926,2.0882678031921387,13.234000205993652,1.3873399496078491,28.067584991455078,28.067584991455078,11.462438583374023,30.94099998474121,28.967599868774414,13.167529106140137,27.02021026611328,11.11462688446045,23.670000076293945,21.489500045776367,9.613448881788868,7.276313625320936,4.825196663227749,3.0096300772293207,5.34011094701359,10.424386323451996,1.552837767791748,0.5156656248092651,2.3425078868865965,3.7791470832824703,6.429677391052246,13.144850540161134,2.260828161239624,19.854800605773924,10.015087223052978,27.054635620117185,27.94633331298828,11.43971462249756,29.14299964904785,27.901399803161624,20.645025006930034,5.34011094701359,27.901399803161624,benthopelagic
Trachurus japonicus,Carangidae,8,34,32,35.4,34.37894736842105,34.37894736842105,273302,273302,pelagic-neritic,0,275,Actinopterygii,Perciformes,121,110,55,30,30,9,9,23.75915074781938,24.249181115627287,18.086038008332253,24.790574149330062,21.430410549192146,14.876225471496582,14.876225471496582,2.0561795234680176,14.67199993133545,1.1826499700546265,28.755359649658203,29.054927825927734,25.45677947998047,27.222999572753906,27.103900909423828,24.395523071289062,25.389036178588867,22.029958724975586,25.1299991607666,24.56049919128418,3.5217682001243307,3.5431361658398544,8.657431323365874,2.296290102060272,6.289103021585174,3.627965364074707,3.785241067886352,2.8163003437042233,1.4025383331298826,3.4446735774993895,16.91044464111328,18.91714057922363,2.349999701976776,20.566999435424805,10.158599853515625,27.94214630126953,28.272146224975586,25.266674041748047,27.1560001373291,26.883899688720703,24.790574149330062,2.296290102060272,27.1560001373291,pelagic
