Species,Family,n_studies,mean_CT_max,min_CT_max,max_CT_max,wt_mean_CT_max,CT_max,aphiaID,valid_AphiaID,DemersPelag,DepthRangeShallow,DepthRangeDeep,class,order,records,n_obis_rec,iap_t_NA,iap_sst_NA,iap_sbt_NA,bo_sst_NA,bo_sbt_NA,iap_t_mean,iap_sst_mean,iap_sbt_mean,bo_sst_mean,bo_sbt_mean,iap_t_min,iap_sst_min,iap_sbt_min,bo_sst_min,bo_sbt_min,iap_t_max,iap_sst_max,iap_sbt_max,bo_sst_max,bo_sbt_max,iap_t_median,iap_sst_median,iap_sbt_median,bo_sst_median,bo_sbt_median,iap_t_sd,iap_sst_sd,iap_sbt_sd,bo_sst_sd,bo_sbt_sd,iap_t_mad,iap_sst_mad,iap_sbt_mad,bo_sst_mad,bo_sbt_mad,iap_t_q5,iap_sst_q5,iap_sbt_q5,bo_sst_q5,bo_sbt_q5,iap_t_q95,iap_sst_q95,iap_sbt_q95,bo_sst_q95,bo_sbt_q95,bo_t_opt,bo_t_opt_sd,bo_t_opt95,habitat
Coryphopterus urospilus,Gobiidae,2,36.705,35.54,37.87,35.98985148514851,35.98985148514851,276435,276435,reef-associated,5,40,Actinopterygii,Perciformes,371,371,286,286,286,42,42,26.73650115518009,26.830779804902917,7.300417131536147,26.502054771029115,18.3659141147028,18.4830265045166,18.808910369873047,2.139700412750244,18.95599937438965,1.5534600019454956,29.560611724853516,29.929845809936523,17.379419326782227,30.416000366210938,28.746999740600586,27.798959732055664,27.798959732055664,5.040684700012207,27.54800033569336,18.53260040283203,2.5836324857435065,2.5340989852907825,4.7001824059219794,2.346052154875506,7.617821375722375,1.0671514366149901,1.0674738098144532,4.0842803861618036,2.2654126190185546,7.95029432144165,21.39332275390625,21.99823112487793,2.243396282196045,22.72800064086914,3.0235920429229743,29.118907928466797,29.118907928466797,14.277402877807617,29.347200393676758,28.243200302124023,26.502054771029115,2.346052154875506,29.347200393676758,reef-associated
Corythoichthys intestinalis,Syngnathidae,1,39.4,39.4,39.4,39.4,39.4,217995,217995,reef-associated,20,68,Actinopterygii,Syngnathiformes,217,226,138,138,138,7,7,27.17812646519054,27.185129404067993,8.76443762941794,28.120319540642168,18.936066085889458,22.22418975830078,22.22418975830078,2.163719892501831,19.63800048828125,0.8084980249404907,29.683931350708008,29.683931350708008,29.48223876953125,31.155000686645508,29.606000900268555,27.46500301361084,27.47059726715088,2.43539822101593,28.496000289916992,24.051599502563477,2.226743382332868,2.2353705932363623,9.443758149333481,1.7248727196217113,9.952606078725642,2.5481805742263792,2.5718947992324828,0.37493399341106415,1.8932808334350586,7.343910333251952,22.908740615844728,22.908740615844728,2.1669821739196777,25.035700035095214,1.5333109736442565,29.66092300415039,29.66092300415039,26.89270458221435,30.323999404907227,29.09394016265869,28.120319540642168,1.7248727196217113,30.323999404907227,reef-associated
Ctenogobius sagittula,Gobiidae,2,44.1,43.7,44.5,NA,44.1,276489,276489,demersal,NA,NA,Actinopterygii,Perciformes,307,306,224,224,224,86,86,27.332533301376714,27.332533301376714,11.282415584820074,27.67775444550948,23.728019705685703,16.76560401916504,16.76560401916504,2.170684576034546,17.298999786376953,2.031909942626953,29.844045639038086,29.844045639038086,27.818958282470703,30.736000061035156,29.14590072631836,27.761844635009766,27.761844635009766,11.401187896728516,28.558000564575195,25.042600631713867,2.25125859707714,2.25125859707714,5.196314239026751,2.411151602485017,5.929913298586359,1.0940017307281493,1.0940017307281493,0.7654334515571594,1.9688914878845214,4.286715202331543,23.442986011505127,23.442986011505127,2.3429699778556823,23.841999053955078,10.64068405628205,29.257025527954102,29.257025527954102,17.5335693359375,30.416000366210938,28.751399993896484,23.728019705685703,5.929913298586359,28.751399993896484,demersal
Cynoglossus puncticeps,Cynoglossidae,1,36.7,36.7,36.7,NA,36.7,274220,274220,demersal,1,140,Actinopterygii,Pleuronectiformes,173,105,84,83,83,25,25,27.853946322486514,27.948023796081543,17.84724177013744,28.43016254901886,26.3073270380497,23.015480041503906,23.63948631286621,2.408482074737549,24.415000915527344,2.1450600624084473,31.57333755493164,31.57333755493164,29.685895919799805,30.86400032043457,29.258100509643555,28.352493286132812,28.52205467224121,25.531977653503418,28.913999557495117,27.86025047302246,2.087248170185904,2.016799237044615,11.494999557739515,1.4347067644171456,5.6049194368836535,1.3850057556152342,1.421285465812683,5.277910988616943,1.6308605655670165,1.4005376398086546,23.63948631286621,23.68784055709839,2.471928119659424,25.874000549316406,22.866812467575077,29.763851165771484,29.7599534034729,28.93064308166504,30.202999114990234,28.88662967681885,26.3073270380497,5.6049194368836535,28.88662967681885,demersal
Cynoscion nebulosus,Sciaenidae,3,39.03333333333333,38.8,39.4,NA,39.03333333333333,159312,159312,demersal,10,NA,Actinopterygii,Perciformes,22698,22695,14163,14131,14131,2475,2475,26.204164968876004,26.18968879057391,25.675201003766404,24.731774437439313,24.43284714911741,16.289796829223633,16.289796829223633,5.742734909057617,13.128999710083008,1.875789999961853,30.877634048461914,30.877634048461914,30.768590927124023,28.29400062561035,27.125600814819336,26.737616539001465,26.684356689453125,25.923969268798828,24.635000228881836,24.476299285888672,2.5168267720135207,2.5292179590609956,2.5290234704169174,0.8170468256716049,0.5857468246452745,3.0759450914382933,3.0537140659332276,2.9560717483520507,0.6375184524536133,0.10897062492370604,21.907136917114258,21.823847770690918,21.509859085083008,23.732999801635742,24.142900466918945,29.62524337768555,29.62508201599121,29.092985153198242,25.863000869750977,24.712200164794922,24.43284714911741,0.5857468246452745,24.712200164794922,demersal
Dascyllus aruanus,Pomacentridae,7,38.114285714285714,35.3,41.4,NA,38.114285714285714,212843,212843,reef-associated,0,20,Actinopterygii,Perciformes,1959,1399,675,675,675,40,40,27.216032486594184,27.22298863316109,7.1252689227122215,27.83135747313061,17.746268896954827,18.162702560424805,15.697020530700684,-0.0020000000949949026,20.225000381469727,0.7292029857635498,30.565977096557617,30.565977096557617,28.988845825195312,31.066999435424805,29.66189956665039,28.20540428161621,28.209585189819336,2.3500802516937256,28.243999481201172,24.051599502563477,2.297496524050797,2.3429845621097054,8.605985894498728,1.681894295736419,10.49140274168349,1.5109914642333984,1.5047928497314453,0.29838113965988156,1.7079558334350584,6.624110363388061,22.231344413757324,22.231344413757324,2.14882493019104,24.830899238586426,1.5962799787521362,29.403078079223633,29.573272705078125,26.621494197845465,30.06999969482422,28.842229652404786,27.83135747313061,1.681894295736419,30.06999969482422,reef-associated
Dialommus macrocephalus,Labrisomidae,1,40.3,40.3,40.3,NA,40.3,280518,280518,demersal,NA,NA,Actinopterygii,Perciformes,78,78,59,59,59,6,6,27.712810917904502,27.704663126092207,9.112762752332186,28.36922205819024,23.721211087372566,26.127830505371094,26.127830505371094,2.0819809436798096,22.000999450683594,1.3873399496078491,29.169979095458984,29.118907928466797,14.277402877807617,29.784000396728516,28.417200088500977,27.902664184570312,27.902664184570312,11.22007942199707,28.71500015258789,27.394350051879883,1.0102439098373757,0.9794247735111193,5.123670306332555,1.459416226500564,6.797808932993977,1.2384192684173583,0.9593515354156493,3.378985796356201,0.3461863986968994,1.2515375953674315,26.408330345153807,26.408330345153807,2.133928465843201,26.66684942245484,9.412956082820902,28.987079048156737,28.776060676574705,13.765691471099851,29.346150398254395,28.3518009185791,23.721211087372566,6.797808932993977,28.3518009185791,demersal
Diplodus bellottii,Sparidae,1,27.36,27.36,27.36,27.36,27.36,127050,127050,benthopelagic,NA,100,Actinopterygii,Perciformes,72,65,63,63,63,0,0,19.461127281188965,22.41064167022705,7.191210150718689,21.12670778127817,16.994920638891365,17.78171730041504,20.784040451049805,3.2081353664398193,18.899999618530273,2.05856990814209,21.14053726196289,24.037242889404297,11.174284934997559,24.738000869750977,24.51919937133789,19.461127281188965,22.41064167022705,7.191210150718689,20.6560001373291,20.124900817871094,2.3750443715952247,2.3003615047330728,5.632918379873467,1.47730332338988,6.835443254477159,2.4898932374954224,2.4115989675521847,5.905306675171852,1.1149163990020752,0.9319611248016357,17.94965829849243,20.94670057296753,3.606442844867707,19.031999588012695,2.05856990814209,20.9725962638855,23.874582767486572,10.775977456569672,24.37299919128418,21.90641975402832,16.994920638891365,6.835443254477159,21.90641975402832,benthopelagic
Diplodus sargus sargus,Sparidae,1,33.78,33.78,33.78,33.78,33.78,223863,127053,demersal,NA,NA,Actinopterygii,Perciformes,1067,1163,172,160,160,24,24,21.437232492910745,21.70772474237596,10.608294626294914,19.321753460027544,15.165145886792123,13.156152725219727,13.156152725219727,2.72261118888855,12.305999755859375,1.9810800552368164,29.282127380371094,29.06424331665039,25.537761688232422,27.812000274658203,25.68869972229004,21.848052978515625,22.342052459716797,8.721017837524414,18.96299934387207,14.745699882507324,2.823198246528521,2.9210423699461185,3.2424664440334947,1.4343629399571474,3.141109943328736,2.778002973175049,3.0067522087097167,6.447473886680602,0.619725714111328,1.4680705833435057,16.359437942504883,16.56977653503418,4.309449958801269,17.616900634765624,9.08290958404541,24.62013053894043,24.61241340637207,13.780214691162108,22.500999450683594,20.127820777893064,15.165145886792123,3.141109943328736,20.127820777893064,demersal
Diplodus vulgaris,Sparidae,2,31.924999999999997,31.05,32.8,NA,31.924999999999997,127054,127054,benthopelagic,0,160,Actinopterygii,Perciformes,999,813,91,90,90,11,11,19.783190274172544,21.122669998211155,12.889763758225396,19.53252986898446,15.59254601530898,12.142102241516113,11.730159759521484,3.895780563354492,15.510000228881836,3.147130012512207,29.282127380371094,29.06424331665039,20.729114532470703,24.37299919128418,24.228500366210938,21.4313907623291,23.382596969604492,13.172727584838867,19.506999969482422,15.347000122070312,4.146550072356807,4.154875592598858,1.5472651832206175,1.1054609492516128,2.0913307753821795,4.114292199897766,2.4115834144592285,0.12688496017456055,0.12008967247009276,1.5616224374771117,13.902864837646485,14.241318702697754,8.598822402954102,17.736000061035156,13.501999855041504,24.62013053894043,25.219656753540036,13.781214714050293,22.009000778198242,19.318599700927734,15.59254601530898,2.0913307753821795,19.318599700927734,benthopelagic
Ellochelon vaigiensis,Mugilidae,9,42.388888888888886,37.9,45.3,NA,42.388888888888886,218878,218878,reef-associated,0,5,Actinopterygii,Perciformes,397,435,301,301,301,63,63,27.305209273722635,27.306121029070955,16.776199773176394,27.666688124338787,22.889547259576858,14.612262725830078,14.612262725830078,2.138411283493042,11.961000442504883,0.7666090130805969,31.57333755493164,31.57333755493164,30.490686416625977,31.155000686645508,29.841899871826172,27.618419647216797,27.618419647216797,23.26266384124756,28.069000244140625,26.501399993896484,2.4466923550798816,2.4476204833756405,11.520823335445233,2.0888728680342763,8.251898928394985,2.225202218055725,2.225202218055725,8.94619138355255,1.8917990478515625,2.5780184761047362,22.953367233276367,22.953367233276367,2.2351243138313293,24.324400424957275,2.3947200775146484,30.03404474258423,30.03404474258423,29.449527740478516,30.06955041885376,29.019759464263913,27.666688124338787,2.0888728680342763,30.06955041885376,reef-associated
Embiotoca jacksoni,Embiotocidae,1,29.8,29.8,29.8,NaN,29.8,240746,240746,demersal,0,46,Actinopterygii,Perciformes,375,44,32,32,32,0,0,16.478066444396973,16.92299222946167,5.078140616416931,15.546136292544277,14.727227316661315,11.905406951904297,11.905406951904297,2.8211965560913086,12.102999687194824,1.1338499784469604,17.016216278076172,17.61635398864746,7.638035297393799,18.155000686645508,17.03860092163086,16.913454055786133,17.568805694580078,5.017094135284424,15.781999588012695,15.544549942016602,1.448606401042523,1.601415281974515,1.0300141183325389,1.2572034415218574,2.914812888018193,0.13380467262268067,0.03524755039215088,0.056990067386627194,0.8895605655670166,2.2150799823760985,14.400135231018066,14.72686347961426,4.028940224647522,13.086799764633177,10.275159692764284,17.016216278076172,17.590202426910402,6.238800859451292,16.40919961929321,17.03860092163086,14.727227316661315,2.914812888018193,17.03860092163086,demersal
Engraulis japonicus,Engraulidae,8,33.2875,31.7,34.9,33.55826771653543,33.55826771653543,219984,219984,pelagic-neritic,0,400,Actinopterygii,Clupeiformes,330,828,195,92,92,75,75,17.675850178958115,18.850646742660068,12.5316907436101,18.588082346466592,15.263558082698113,7.642724514007568,7.642724514007568,-0.7893173694610596,12.465999603271484,-0.14337199926376343,29.2503604888916,29.2503604888916,26.497024536132812,29.503000259399414,28.831600189208984,17.08414077758789,18.25898551940918,12.655236721038818,18.7549991607666,14.533100128173828,4.451830991661873,3.4308641174182823,5.245676829875671,3.155178872357056,4.612254734490009,3.781176054954529,2.635755798912048,5.105326092624664,1.4484991367340088,3.461427086448669,11.120732498168945,14.772714853286743,2.785286784172058,14.313199806213378,9.324077796936034,26.399078369140625,26.372419357299805,20.572385787963867,25.42520065307617,25.038159561157222,18.588082346466592,3.155178872357056,25.42520065307617,pelagic
Engraulis mordax,Engraulidae,2,31.35,29.2,33.5,NA,31.35,272286,272286,pelagic-neritic,0,310,Actinopterygii,Clupeiformes,1591,642,194,191,191,27,27,10.211717745023114,11.900331213839038,4.772736709292342,12.887697520682483,8.98564918622738,7.132501602172852,7.872811317443848,1.9193644523620605,5.558000087738037,1.1814299821853638,19.416353225708008,19.416353225708008,9.392921447753906,26.46299934387207,25.468900680541992,9.302050113677979,11.690766334533691,4.2123613357543945,11.59000015258789,9.073049545288086,2.3463543312262254,2.224544917409883,2.45344571393303,3.5130272807715466,4.626909665750599,2.0130962059020994,2.204872911643982,3.3390670158863065,1.190527053451538,2.2559987560272217,7.64489929676056,8.78706169128418,1.9590346813201904,10.045999526977539,1.5590639591217041,15.361527824401852,15.850366592407227,7.6258721351623535,21.7616003036499,18.71161937713622,12.887697520682483,3.5130272807715466,21.7616003036499,pelagic
Epinephelus fuscoguttatus,Serranidae,6,36.29333333333333,34.99,38.3,NA,36.29333333333333,218218,218218,reef-associated,1,60,Actinopterygii,Perciformes,248,208,122,120,120,14,14,26.68717850086301,26.73252511024475,14.317664281888442,27.33571648351925,19.90914399169155,8.705697059631348,9.147658348083496,2.154367208480835,12.34000015258789,0.7292029857635498,31.57333755493164,31.57333755493164,30.08684730529785,30.944000244140625,29.74329948425293,27.012744903564453,27.074745178222656,8.719747066497803,27.91699981689453,25.1382999420166,3.202214226726063,3.1820180880547024,11.223075595638036,3.0062389539221885,9.602493809730209,1.766048049545288,1.8565670505523681,9.585511343693733,2.10158482131958,3.553200232315063,23.28800058364868,23.34438810348511,2.2444358229637147,24.404150867462157,1.6968510031700137,29.735825061798096,29.822291374206543,28.200333976745604,30.28890008926392,29.034344577789305,27.33571648351925,3.0062389539221885,30.28890008926392,reef-associated
Epinephelus tauvina,Serranidae,4,36.825,34.5,39.6,NA,36.825,218205,218205,reef-associated,1,300,Actinopterygii,Perciformes,533,353,174,174,174,32,32,26.710482368256127,26.729271009647647,5.812399236703885,27.303576395147687,17.194459607296643,19.563030242919922,19.563030242919922,-0.04699999839067459,20.937000274658203,0.7292029857635498,29.74032974243164,29.967082977294922,27.77654457092285,30.339000701904297,29.371000289916992,27.058975219726562,27.103408813476562,2.4416189193725586,27.69300079345703,21.468700408935547,2.361556552168904,2.37601881697581,7.476776020950389,1.960142619060445,9.753072038398757,2.313771426773071,2.2316878578186032,0.4004896692752838,1.361028541946411,9.609619874954223,22.204730224609374,22.204730224609374,2.0908094882965087,22.61400032043457,1.8562400341033936,29.195816230773925,29.28676834106445,25.90724754333496,29.701000213623047,29.02869987487793,27.303576395147687,1.960142619060445,29.701000213623047,reef-associated
Eucinostomus argenteus,Gerreidae,1,40.2,40.2,40.2,40.2,40.2,159732,159732,reef-associated,0,12,Actinopterygii,Perciformes,12699,12667,3549,3465,3465,305,305,27.719512498595783,27.68825326072628,24.49103049914802,24.171400969631367,24.115218416567547,12.738214492797852,17.305774688720703,2.1541988849639893,13.314000129699707,1.2457599639892578,31.049633026123047,31.049633026123047,30.5508975982666,30.86400032043457,29.328399658203125,28.851354598999023,28.77899932861328,24.230192184448242,24.02899932861328,24.047100067138672,2.7945364090878577,2.8029291270797416,2.6276739450251627,1.2439893343526853,1.3212463303210549,2.6058811351776123,2.7131550590515134,1.5963779445648192,0.9948267265319823,0.20830398788452148,22.727144241333008,22.727144241333008,21.627836227416992,23.2810001373291,23.906600952148438,30.799633026123047,30.799633026123047,29.074796676635742,26.1200008392334,24.903200149536133,24.171400969631367,1.2439893343526853,26.1200008392334,reef-associated
Eucinostomus gracilis,Gerreidae,1,35.29,35.29,35.29,35.29,35.29,276419,276419,demersal,1,50,Actinopterygii,Perciformes,191,189,167,167,167,25,25,24.392528837377373,27.22760581970215,9.145141791213643,26.64149391360399,21.759033886397756,14.920798301696777,17.696134567260742,1.8873478174209595,20.31399917602539,4.2350897789001465,28.530046463012695,28.530046463012695,13.30713176727295,30.988000869750977,29.13050079345703,26.603394508361816,27.70374298095703,11.629036903381348,27.548999786376953,23.37700080871582,4.329453154090988,2.219318569462684,4.183495446094737,2.5982023939709866,6.343569048103082,2.300689861679077,0.7569732759475708,0.798261789035797,2.6701634822845457,6.277327291488647,17.931151390075684,26.162499523162843,2.251628839969635,22.124299621582033,8.930230283737183,28.458036231994626,28.458036231994626,13.163772916793823,29.618999481201172,28.40636444091797,21.759033886397756,6.343569048103082,28.40636444091797,demersal
Euthynnus affinis,Scombridae,1,33,33,33,33,33,219708,219708,pelagic-neritic,0,200,Actinopterygii,Perciformes,3861,3668,2198,2197,2197,234,234,23.643423646810103,23.674597185213983,7.186023052414609,25.794317953657394,13.361438347578883,13.159158706665039,13.159158706665039,0,16.226999282836914,0.30013900995254517,30.0947322845459,30.0947322845459,29.839128494262695,30.944000244140625,29.909099578857422,23.968740463256836,24.038740158081055,5.850458145141602,26.944000244140625,18.832950592041016,2.593307030056212,2.5900319864722143,4.97520594250671,2.5096867920939663,10.945655858716904,2.215854809188843,2.1484165981292724,0.8871434735298156,2.677575238037109,11.14789287815094,19.14372329711914,19.207321166992188,2.474308490753174,23.062999725341797,0.945622980594635,27.87958269119262,27.950223922729492,19.388442993164062,28.632999420166016,24.831199645996094,25.794317953657394,2.5096867920939663,28.632999420166016,pelagic
Floridichthys carpio,Cyprinodontidae,2,42.305,42.18,42.43,42.337407407407404,42.337407407407404,280790,280790,benthopelagic,NA,NA,Actinopterygii,Cyprinodontiformes,1319,1325,21,21,21,64,64,28.107019725752753,28.107019725752753,21.687728021773825,27.406707851400835,26.90326044504648,20.725200653076172,20.725200653076172,16.766632080078125,23.448999404907227,22.593700408935547,30.60887908935547,30.60887908935547,30.38707160949707,28.29400062561035,27.534900665283203,29.4896297454834,29.4896297454834,18.74540901184082,27.43600082397461,27.009700775146484,2.351845552382347,2.351845552382347,4.7828668103035605,0.44007122620308325,0.3553320566515323,1.1401208930969238,1.1401208930969238,0.8102482749938964,0.3691653865814209,0.15507847595214844,23.535560607910156,23.535560607910156,18.117408752441406,27.040000915527344,26.664600372314453,30.274879455566406,30.274879455566406,30.199071884155273,27.99799919128418,27.114299774169922,26.90326044504648,0.3553320566515323,27.114299774169922,benthopelagic
Gadus morhua,Gadidae,3,22.916666666666668,22.81,23.01,22.92547169811321,22.92547169811321,126436,126436,benthopelagic,0,600,Actinopterygii,Gadiformes,1107861,1100699,586966,128417,128417,11256,11256,6.518356196139963,6.555589316915479,5.552798606614926,8.508105011461181,6.362849945288162,-7.172736644744873,-7.172736644744873,-7.0571088790893555,-0.628000020980835,-1.399340033531189,25.356672286987305,26.854412078857422,25.356672286987305,26.974000930786133,20.970500946044922,6.1751580238342285,5.962890625,5.308618068695068,9.869000434875488,6.817930221557617,4.610597253903819,4.95624041008002,4.0062174966191195,2.5228051796359647,3.040793414848354,4.6165450494289395,4.852524705791473,4.114714961242676,1.1845970832824706,3.303218197059631,0.3706199526786804,-0.9336811304092407,0.20307883620262146,3.7679998874664307,0.9885188996791905,15.589553833007812,15.78434863090515,13.481048583984375,11.200900173187163,10.65880012512207,6.362849945288162,3.040793414848354,10.65880012512207,benthopelagic
Gerres oyena,Gerreidae,1,38.1,38.1,38.1,38.1,38.1,218535,218535,reef-associated,0,20,Actinopterygii,Perciformes,630,538,366,354,354,48,48,27.489426513050876,27.5338731745015,20.07331183034441,27.62054289992975,24.92061726779354,19.77299690246582,20.09455680847168,2.1757848262786865,22.332000732421875,1.3479299545288086,31.59161376953125,31.59161376953125,31.527761459350586,30.944000244140625,29.588600158691406,28.182950973510742,28.17361831665039,24.97441005706787,28.276000022888184,27.236099243164062,2.2888639843057663,2.2583747453513094,10.44121303176255,1.806259239848801,5.98475186924083,2.1206840194702146,2.1503678043365477,4.917124477386475,1.2016475149154662,1.3648800533294676,23.39017553329468,23.5444278717041,2.3001208186149595,23.94155035018921,7.222180533409119,30.215517902374266,30.556780433654787,29.785581588745117,29.678650188446046,28.625699996948242,27.62054289992975,1.806259239848801,29.678650188446046,reef-associated
Gillichthys mirabilis,Gobiidae,6,36.75,33.3,39.7,NA,36.75,280851,280851,demersal,4,NA,Actinopterygii,Perciformes,94,94,90,90,90,30,30,18.336049556732178,18.636929988861084,4.565695643424988,22.820406198501587,19.314709385856986,16.30185317993164,16.542133331298828,2.31107497215271,16.88599967956543,1.5769799947738647,20.863134384155273,21.82637596130371,10.093338012695312,27.024999618530273,25.042600631713867,18.0896053314209,18.0896053314209,2.9291847944259644,23.538999557495117,21.225299835205078,2.087214685960502,2.4209970747646596,3.7197554027854625,2.2349090625113925,5.494200721900224,2.141332871246338,1.9632131950378418,0.8344686824798584,2.1809055953979493,4.557958315658569,16.404886054992676,16.609124183654785,2.3276554942131042,18.063400745391846,8.984339714050293,20.61223497390747,21.43099031448364,9.094850981235501,25.70354995727539,24.37845048904419,19.314709385856986,5.494200721900224,24.37845048904419,demersal
Girella nigricans,Kyphosidae,1,30.1,30.1,30.1,NA,30.1,280865,280865,benthopelagic,2,30,Actinopterygii,Perciformes,210,130,118,118,118,24,24,14.912262201309204,15.051400899887085,4.620630343755086,19.104396199280362,14.618114062075344,13.627019882202148,14.00385570526123,2.8521881103515625,13.333999633789062,1.5769799947738647,16.586734771728516,16.43718147277832,7.569830417633057,26.20400047302246,23.42959976196289,14.501259803771973,14.83902645111084,4.956959247589111,18.116000175476074,15.356299877166748,0.9492998227058135,0.7937563570243363,1.4801983451967293,3.1217238998573755,4.952367442807016,0.5096197134017945,0.5037378164291382,0.8783602177619934,2.0074419496536255,4.7793092276573175,13.91879825592041,14.275228118896486,2.8521881103515625,15.95199966430664,6.19911515712738,16.586734771728516,16.43718147277832,6.458596491813658,24.76550054550171,23.006399154663086,14.618114062075344,4.952367442807016,23.006399154663086,benthopelagic
Gnatholepis anjerensis,Gobiidae,1,40.2,40.2,40.2,40.2,40.2,219475,219475,reef-associated,1,46,Actinopterygii,Perciformes,334,294,108,107,107,15,15,27.555550995693412,27.545707529241387,8.795014468106357,27.814623590011323,20.386335922398448,20.781824111938477,20.781824111938477,2.056842803955078,22.510000228881836,1.1900899410247803,29.683931350708008,30.200912475585938,29.48223876953125,30.854999542236328,29.74329948425293,28.142081260681152,28.112445831298828,2.76181697845459,28.128999710083008,24.818599700927734,1.8759863969594903,1.908070968960598,9.504287868663168,1.610706044347455,8.890409270522342,1.4020788099288939,1.419245182800293,0.8507520638465881,1.5255972324371336,4.8309037857055666,23.119548797607422,23.030948638916016,2.1604801654815673,24.80990047454834,2.821000099182129,29.40236473083496,29.40236473083496,28.149627685546875,29.72100067138672,28.863840103149414,27.814623590011323,1.610706044347455,29.72100067138672,reef-associated
Gobiesox pinniger,Gobiesocidae,1,35.7,35.7,35.7,NA,35.7,275677,275677,demersal,NA,NA,Actinopterygii,Gobiesociformes,140,140,139,139,139,17,17,18.33282470703125,18.33282470703125,4.490742206573486,23.798528485181855,18.445935186331834,18.33282470703125,18.33282470703125,4.490742206573486,16.405000686645508,1.5769799947738647,18.33282470703125,18.33282470703125,4.490742206573486,25.982999801635742,24.91360092163086,18.33282470703125,18.33282470703125,4.490742206573486,23.841999053955078,22.75349998474121,NA,NA,NA,1.1338273736113524,6.949177830734512,0,0,0,0.9948267265319823,2.352442071533203,18.33282470703125,18.33282470703125,4.490742206573486,22.31999969482422,4.305369853973389,18.33282470703125,18.33282470703125,4.490742206573486,25.216999053955078,24.443520736694335,18.445935186331834,6.949177830734512,24.443520736694335,demersal
Gobiesox strumosus,Gobiesocidae,4,35.575,31.5,39.5,NA,35.575,158787,158787,reef-associated,0,33,Actinopterygii,Gobiesociformes,341,343,120,115,115,36,36,23.558526060506367,23.66183906689025,22.20734200979534,23.74396415486786,23.752005583300264,17.321434020996094,17.321434020996094,10.25448989868164,11.826000213623047,13.060400009155273,30.787342071533203,30.787342071533203,29.899578094482422,30.08099937438965,28.417999267578125,23.75277328491211,23.75277328491211,22.721458435058594,23.606000900268555,23.72249984741211,3.22678929711396,3.2516073234998997,3.2795668269719127,1.918905509018329,1.6098035649216522,2.9275275810241697,3.1795626245498654,2.7828230180740356,0.48926071472167965,0.19081100006103516,18.216177177429202,18.196069717407227,16.951990127563477,22.121899795532226,22.660950660705566,29.459207534790036,29.435260772705075,27.898023319244388,26.517299842834472,25.035999298095703,23.74396415486786,1.918905509018329,26.517299842834472,reef-associated
Gobionotothen gibberifrons,Nototheniidae,3,16.3,15.5,17.9,NA,16.3,234704,234704,demersal,6,429,Actinopterygii,Perciformes,607,438,308,301,301,2,2,0.7110877815347452,1.0563243112669591,0.9184454600573143,0.3750458696361529,0.05823443492836054,-1.3124346733093262,-1.8694735765457153,-1.4027483463287354,-1.0839999914169312,-1.4607599973678589,4.960214614868164,4.960214614868164,2.533935070037842,8.013999938964844,5.627540111541748,0.5756371021270752,1.066290259361267,0.9763922095298767,0.4399999976158142,0.16471999883651733,1.1644390607711228,1.1452235647127196,0.6165395550330015,0.8991857984140292,0.8969749215234977,1.3024294363975524,1.16634305434227,0.47541448534727093,1.0763676162600517,0.9698605659127235,-1.1258947491645812,-1.083003282546997,-0.27877831459045405,-0.7987500131130219,-1.2940599918365479,2.649993097782134,2.4850715637206986,1.595273494720459,1.6959999799728394,1.5084800124168396,0.05823443492836054,0.8969749215234977,1.5084800124168396,demersal
Gobiosoma chiquita,Gobiidae,6,39.391666666666666,34.2,41.9,NA,39.391666666666666,276505,276505,reef-associated,0,10,Actinopterygii,Perciformes,163,163,156,156,156,56,56,21.115005493164062,21.34721429007394,5.205656698771885,24.189000102961174,20.837641513236214,16.30185317993164,16.542133331298828,2.0670864582061768,16.88599967956543,2.69146990776062,30.249584197998047,30.033296585083008,13.788435935974121,28.735000610351562,27.58009910583496,20.657155990600586,20.657155990600586,3.436757802963257,24.170000076293945,23.168800354003906,4.444204558298842,4.275629862403835,4.229970943262635,1.4230891785580964,5.562691227959758,2.2006693347930906,2.1057417388916013,1.6689373649597168,1.06747098197937,1.7367177440643309,16.95620517730713,17.222166442871092,2.1402830123901366,22.28499984741211,7.019560909271241,27.797946739196775,27.646545410156243,11.963807106018063,26.466499519348133,25.128700256347656,24.189000102961174,1.4230891785580964,26.466499519348133,reef-associated
Gobius paganellus,Gobiidae,3,32.56666666666667,31.5,33.1,NA,32.56666666666667,126893,126893,demersal,0,15,Actinopterygii,Perciformes,471,730,339,291,291,53,53,15.172209959200886,15.452416943526213,12.894869573023977,12.897103418099475,12.121565806812868,5.186402320861816,5.186402320861816,3.7623188495635986,8.508000373840332,2.1427900791168213,24.260141372680664,24.298187255859375,19.564374923706055,21.746000289916992,19.8439998626709,15.605030059814453,15.859458923339844,12.50302505493164,12.612000465393066,12.306300163269043,2.943165267180759,2.9344365515714284,2.576194477946385,2.0955247852956793,1.5898511535315325,2.4167526969909665,2.252907932281494,2.3985725452423092,0.4418138837814331,0.5997117113113403,9.256000995635986,9.424430179595948,8.784905433654785,10.192000389099121,10.530599594116211,19.101289749145508,19.103123283386225,17.429588317871094,18.897999572753907,13.266599655151367,12.121565806812868,1.5898511535315325,13.266599655151367,demersal
